"","Title","Unit","Area","Price","Type","Decoration","Floor","Orientation","Add"
"881","京科苑一层 两室两卫 南北通透独立客厅 115 售450",39178,"114","450","2室2厅2卫","精装修","低层（共6层）","南北向","京科苑-昌平县城二手房出售-昌盛路3号"
"882","金隅观澜时代 观景房 南向 精装修 高楼层",44819,"83","372","2室1厅1卫","精装修","中层（共21层）","南向","金隅观澜时代-昌平县城二手房出售-龙水路38号"
"883","北七家南北双通透 低楼层两居室 明厨明卫 仅契税",40410,"83","339","2室1厅1卫","简单装修","中层（共6层）","南北向","蓬莱公寓-北七家二手房出售-立汤路"
"884","别等了你的家,大独栋,游泳馆,配套全3900万",53047,"735","3899","5室2厅5卫","精装修","共1层","南北向","北京玫瑰园-沙河二手房出售-高教园中街"
"885","中间楼层 南北通透 户型方正 采光充足",33510,"94","315","2室1厅1卫","简单装修","中层（共6层）","南北向","温泉花园(B...-北七家二手房出售-立汤路"
"886","北七家，精装3居室56复式，满五年，业主诚心出售",29624,"151","450","3室2厅2卫","精装修","中层（共7层）","南北向","蓬莱公寓-北七家二手房出售-立汤路"
"887","地铁300米，4.2米loft，豪华装修，50万套可注 册",33333,"15","50","1室1厅1卫","豪华装修","共5层","南北向","丽水园（南区...-天通苑二手房出售-立水桥北路"
"888","公园六号小两居室正向朝东 真实照片装修好了 就可以入住",39062,"64","250","2室1厅1卫","精装修","低层（共26层）","东向","公园六号-昌平县城二手房出售-昌平区永安西路"
"889","昌盛园一区独立朝南大客厅自住装修满五年",37333,"75","280","2室2厅1卫","精装修","高层（共6层）","南北向","昌盛园一区-昌平县城二手房出售-昌平区南环东路"
"890","此房是商品房，产权清晰.采光好",38767,"69","268","2室1厅1卫","简单装修","中层（共6层）","西北向","燕城苑-北七家二手房出售-回南路"
"891","东关南里南北通透小三居中间楼层车位充足配套完善",37333,"75","280","3室1厅1卫","简单装修","中层（共6层）","南北向","东关南里-昌平县城二手房出售-亢山路,近南环东路"
"892","尚湖联排东边户   精装1800万    实地取景",41111,"450","1850","4室2厅6卫","豪华装修","共4层","南北向","中海尚湖世家-沙河二手房出售-于新庄路"
"893","南口道北 两居室 单价总价低 售价215万 78 配套成熟",27500,"78","215","2室1厅1卫","简单装修","高层（共6层）","南北向","南厂住宅西区-南口二手房出售-西民路"
"894","富泉花园带电梯 别墅区花园洋房 自住装修 南北通透",38194,"144","550","3室1厅2卫","精装修","高层（共6层）","南北向","富泉花园-昌平县城二手房出售-白浮泉路21号"
"895","沙河城铁1室1厅35平米15万精装现房",20000,"50","100","1室1厅1卫","精装修","低层（共10层）","南向","巩华家园西二...-沙河二手房出售-顺沙路8号"
"896","白各庄新村 欧式豪华装修 小两居家具家电165万",22000,"75","165","2室1厅1卫","精装修","中层（共18层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"897","沙河城铁精装公寓26平米10万起安家北京不是梦",20000,"50","100","1室1厅1卫","精装修","低层（共10层）","南向","巩华家园北二...-沙河二手房出售-顺沙路8号"
"898","纳帕澜郡 精装修 61平两居252万南北通透",41311,"61","252","2室1厅1卫","精装修","高层（共15层）","南北向","纳帕澜郡-小汤山二手房出售-沙顺路88号"
"899","满五年的商品房三居，只有契，三朝南，中间楼层",32755,"108","355","3室1厅1卫","简单装修","共5层","南北向","温泉花园(B...-北七家二手房出售-立汤路"
"900","安福苑71平米精致三居室无税南北通透随时看房",41549,"71","295","3室1厅1卫","精装修","共5层","南北向","安福苑-昌平县城二手房出售-北京市昌平区昌平镇财..."
"901","白各庄观景房，132平南北通透大三居，婚房一次没住，设施齐全",23484,"132","310","3室1厅2卫","精装修","高层（共18层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"902","紫禁城在南，紫宸山在北，地上四层独栋别墅，养身温泉水，带泳池",33540,"805","2700","5室3厅5卫","毛坯","共4层","南向","珠江紫宸山-北七家二手房出售-定泗路99号"
"903","珠江壹千栋  1800万 买后 交通便利",35785,"503","1800","5室4厅4卫","豪华装修","共3层","南向","珠江壹千栋-北七家二手房出售-定泗路99号"
"904","郝庄家园东区南北通透一居室中间楼层",38378,"50","195","1室1厅1卫","简单装修","中层（共6层）","南北向","郝庄家园东区-昌平县城二手房出售-南北庄路"
"905","好房源精装修大开间 首付80万 高楼层采光好 家具家",51428,"35","180","1室1厅1卫","精装修","高层（共18层）","东向","北街家园八区-沙河二手房出售-高教园北三街"
"906","京科苑满五年住房婚房装修三居室格局低楼层房龄新随时看",37719,"114","430","3室1厅1卫","精装修","低层（共6层）","南北向","京科苑-昌平县城二手房出售-昌盛路3号"
"907","东关商圈宁馨苑 南北通透两居复式 地铁241米",30400,"125","380","2室1厅2卫","简单装修","中层（共6层）","南北向","宁馨苑-昌平县城二手房出售-龙水路"
"908","北京玫瑰园 独栋别墅  南北通透 精心装修 即住",65217,"460","3000","6室2厅4卫","简单装修","共3层","南北向","北京玫瑰园-沙河镇二手房出售-高教园中街"
"909","于辛新村86平米83万就卖，精装修，南北通透，交通方便。",22222,"90","200","2室1厅1卫","精装修","中层（共6层）","南北向","巩华家园北二...-沙河二手房出售-顺沙路8号"
"910","创时园降价复式南北通透精致装修看房有钥匙接受换房",34123,"211","720","3室2厅2卫","精装修","共4层","南北向","京科苑-昌平县城二手房出售-昌盛路3号"
"911","润杰花园 146平460万 闹市中那一抹宁静幽雅的风景",31506,"146","460","3室2厅2卫","精装修","中层（共6层）","南北向","润杰花园-昌平县城二手房出售-昌平区燕平路"
"912","东关二条 南北通透 婚房装修  清净楼层小两居",43720,"62","275","2室1厅1卫","精装修","高层（共6层）","南北向","东关二条西区-昌平县城二手房出售-东环路"
"913","此房正规三居室满五年，只有一个契税，户型方正通透。",27184,"103","280","3室1厅1卫","简单装修","中层（共6层）","南北向","温泉花园(B...-北七家二手房出售-立汤路"
"914","地铁沙河站附近精装两居室52平米28万繁华地段交通便利",21250,"80","170","2室1厅1卫","精装修","中层（共15层）","南向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"915","王F花园把边精装联排出售，183平房本加建到200多，采光棒",37619,"210","790","4室2厅3卫","豪华装修","共3层","南北向","王府花园-北七家二手房出售-王府街10号"
"916","沙河地铁精装公寓26平米10万一套配套齐全",20000,"50","100","1室1厅1卫","精装修","高层（共6层）","南向","巩华家园西二...-沙河二手房出售-顺沙路8号"
"917","西湖新村一层带花园 精装修 看房方便",43707,"89","389","2室2厅1卫","精装修","低层（共6层）","南北向","西湖新村-北七家二手房出售-立汤路"
"918","龙山华府 大三居南北通透 户型方正不临街 前后无遮挡满两年",46048,"119","550","3室2厅2卫","精装修","低层（共15层）","南北向","龙山华府-昌平县城二手房出售-白浮泉路26号"
"919","白各庄对面利成小区44平全南开间70万业主",15909,"44","70","1室1厅1卫","精装修","高层（共11层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"920","温泉花园低楼层三居室 一层带小花园 采光良好",34047,"129","440","3室2厅1卫","精装修","低层（共6层）","南北向","温泉花园(A...-北七家二手房出售-立汤路"
"921","王府花园东北把角户型花园集中采光非常棒看房随时",37454,"165","618","4室3厅3卫","精装修","共3层","南北向","王府花园-北七家二手房出售-王府街10号"
"922","白各庄新村 精装三居室，双卫，南北通透户型，有钥匙房源",23863,"132","315","3室2厅1卫","豪华装修","中层（共18层）","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"923","万科两居 低总价 采光好 花园景观 满五住宅 低首付",48684,"76","370","2室1厅1卫","简单装修","中层（共9层）","东西向","金隅万科城-昌平县城二手房出售-南环路"
"924","昌平一中 燕平家园电梯房 正规三居室 满五年唯一 交通方便",35950,"121","435","3室2厅2卫","精装修","中层（共15层）","西向","燕平家园-昌平县城二手房出售-东环路"
"925","北京风景 南邵地铁附近 规划清华12年制学校 配套齐全",39035,"114","445","2室2厅2卫","简单装修","低层（共8层）","南北向","北京风景-昌平县城二手房出售-双营西路65号"
"926","低楼层 满五年且业主在京没有其它房产",36521,"115","420","3室2厅2卫","简单装修","中层（共6层）","南北向","蓬莱公寓-北七家二手房出售-立汤路"
"927","龙山华府，精装两居，，电梯房，中间层，满五年，明厨明卫",43809,"86","380","2室1厅1卫","精装修","低层（共25层）","南向","龙山华府-昌平县城二手房出售-白浮泉路26号"
"928","西环里一层两居室带个小院子",35257,"64","226","2室1厅1卫","精装修","共5层","南北向","西环里-昌平县城二手房出售-西环路"
"929","西环里精装两居室 中间楼层 业主诚心出售",37960,"60","230","2室1厅1卫","精装修","中层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"930","西环里首付70采光好房子干净整洁可直接入住全明格局",35893,"59","215","3室1厅1卫","精装修","低层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"931","绿城阳光2室1厅98平米出售95万",32755,"98","321","2室1厅1卫","精装修","低层（共6层）","南北向","绿城阳光名苑-其他二手房出售-南小街路"
"932","绿城阳光2室1厅98平米出售95万",21734,"98","213","2室1厅1卫","精装修","低层（共9层）","南北向","巩华家园北二...-沙河二手房出售-顺沙路8号"
"933","燕平家园南北通透三居室  带独立客厅 采光好",34286,"94","325","3室1厅1卫","简单装修","高层（共6层）","南北向","燕平家园-昌平县城二手房出售-东环路"
"934","沙河绿城雅苑2室1厅1卫出售65万",24666,"75","185","2室1厅1卫","精装修","共5层","南北向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"935","二十一世纪好房源沙河一通小区 两居送15平首付90万",45098,"51","230","2室1厅1卫","简单装修","共5层","南向","沙河一通小区-沙河二手房出售-沙阳路"
"936","温泉花园 满五年的商品房三居，只有契 税，中间楼层",32090,"110","353","3室1厅1卫","简单装修","共5层","南北向","温泉花园(A...-北七家二手房出售-立汤路"
"937","真实报价真实报价真实报价豪华装修 比我价格低的都不靠谱",75630,"238","1800","4室2厅2卫","豪华装修","共2层","南北向","融创长滩壹号-昌平县城二手房出售-南丰路"
"938","温哥华森林北郡 前2后3 客厅8米挑空4卧室朝南花园300平",36981,"530","1960","5室3厅4卫","豪华装修","共4层","南北向","温哥华森林-北七家二手房出售-立汤路"
"939","东方普罗旺斯 邻水大独栋前二后三 精装有钥匙",57894,"570","3300","5室2厅5卫","精装修","共2层","东向","北京壹号庄园...-北七家二手房出售-定泗路88号"
"940","新品郝庄西区~05年建成~首付70万~送地下室",31923,"78","249","2室1厅1卫","简单装修","低层（共6层）","南北向","郝庄家园西区-昌平县城二手房出售-南北庄路"
"941","好房源 朝南两居 自住精装修 原网签90万 高楼层采光好",46575,"73","340","2室1厅1卫","精装修","中层（共18层）","南向","北街家园五区-沙河二手房出售-高教园北二街"
"942","二十一世纪好房源北街家园二区 联排别墅 带小院子",34874,"305","1066","5室2厅3卫","精装修","共3层","南北向","北街家园C区-沙河二手房出售-高教园北二街,近京藏高速"
"943","花园 低密度超值别墅  爱不释手的依赖 值得拥有的家！",29090,"220","640","3室2厅3卫","精装修","共2层","南向","王府花园-北七家二手房出售-王府街10号"
"944","北七家花园精装独栋别墅，让您拥有有天有地有院子的生活",31428,"350","1100","4室2厅3卫","精装修","共3层","南向","王府花园-北七家二手房出售-王府街10号"
"945","满五年无个税，刚需两居室，业主诚心出售。",37092,"79","295","2室1厅1卫","精装修","低层（共6层）","东西向","北亚花园-北七家二手房出售-东北路"
"946","世涛天朗 品质小区 精装修 大三居 送地下室 南北通透",40501,"139","565","3室2厅2卫","精装修","中层（共6层）","南北向","世涛天朗-昌平县城二手房出售-振兴路"
"947","东关北里 小两居 位置好",41311,"61","252","2室1厅1卫","简单装修","高层（共6层）","西北向","东关北里-昌平县城二手房出售-东环路"
"948","昌盛园小区正规两居室南北通透",40704,"71","289","2室1厅1卫","简单装修","低层（共6层）","南北向","昌盛园四区-昌平县城二手房出售-振兴路,近昌盛路"
"949","店长推介 北京风景 单价3.9 豪华装修 业主诚心卖 方便看",39837,"123","490","3室2厅2卫","精装修","低层（共9层）","南北向","北京风景-昌平县城二手房出售-双营西路65号"
"950","白各庄新村超值2室 众里寻它千百度 好房就在此处",19480,"77","150","2室1厅1卫","简单装修","高层（共18层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"951","此房一层带朝南的花园，南北通透，已改三居",44322,"69","308","2室1厅1卫","简单装修","低层（共6层）","南北向","冠雅苑-北七家二手房出售-定泗路"
"952","北京风景南北通透三居两卫全明格局电梯板楼精装修",45081,"122","550","3室2厅2卫","简单装修","低层（共6层）","南北向","北京风景-昌平县城二手房出售-双营西路65号"
"953","建安里  满五唯一  大两居  可改三居  东关地铁300米",28761,"113","325","3室2厅1卫","简单装修","低层（共6层）","南北向","建安里小区-昌平县城二手房出售-府学路"
"954","珠江紫宸山法式别墅，前三后四，私家电梯，客厅12米挑空",37313,"804","3000","4室3厅4卫","豪华装修","共4层","北向","珠江紫宸山-北七家二手房出售-定泗路99号"
"955","王fu 园中园 花园600平,满五唯一,全部实房照片",47368,"285","1350","5室2厅3卫","豪华装修","共2层","南北向","王府园中园-北七家二手房出售-北清路"
"956","达华依云庄园 出门就是滨水森林公园 出门100米到地铁",53793,"290","1560","4室2厅3卫","精装修","地下（共3层）","南北向","达华庄园-北七家二手房出售-定泗路238号"
"957","沙河 不临街 位置好 南北通透 产权清晰 随时签约",47159,"176","830","4室1厅3卫","毛坯","共4层","南北向","中海尚湖世家-沙河镇二手房出售-于新庄路"
"958","沙河地铁精装小一居26平米10万现房出售",21250,"40","85","1室1卫","精装修","中层（共6层）","南向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"959","昌盛园一区新上三居室，满五年，南北通透，中间楼层，昌盛园小学",36065,"122","440","3室2厅1卫","精装修","中层（共6层）","南北向","昌盛园一区-昌平县城二手房出售-昌平区南环东路"
"960","东环路小区 两居室 带独立客厅 户型好 全明格局",41666,"74","310","2室1厅1卫","简单装修","高层（共6层）","南北向","东环路小区-昌平县城二手房出售-东环路"
"961","昌平 金科帕提欧 电梯洋房2居 南北 精装婚房 温泉进户",38541,"96","370","2室2厅1卫","精装修","中层（共9层）","南北向","金科帕提欧-小汤山二手房出售-沙顺路91号"
"962","昌平 北七家 西湖新村小区 板楼小2居 4层 精装婚房出售",41724,"58","242","1室1厅1卫","精装修","高层（共6层）","南向","西湖新村-北七家二手房出售-立汤路"
"963","二十一世纪好房源 沙河一通小区南北15平米电梯首付80万",39622,"53","210","2室1厅1卫","精装修","共5层","南北向","沙河一通小区-沙河二手房出售-沙阳路"
"964","沙河地铁精装公寓26平米10万一套精装现房",22000,"50","110","1室1厅1卫","精装修","中层（共12层）","南向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"965","力天嘉苑 精装一居室 交通便利 配套齐全 电梯房 临近地铁",44827,"58","260","1室1厅1卫","精装修","中层（共19层）","东北向","力天嘉苑-昌平县城二手房出售-府学路"
"966","金隅万科三居室，南北通透550万",44715,"123","550","3室2厅2卫","精装修","中层（共28层）","南北向","金隅万科城-昌平县城二手房出售-南环路"
"967","婚房装修 采光充足 中间楼层 满五年",34178,"102","349","3室2厅1卫","精装修","共5层","南北向","温泉花园(B...-北七家二手房出售-立汤路"
"968","70年大产权满五年 中间层 南北通透 采光好",35331,"93","330","2室1厅1卫","精装修","中层（共6层）","南北向","温泉花园(A...-北七家二手房出售-立汤路"
"969","一层带花园南北通透把东边三居",39169,"119","470","3室2厅2卫","精装修","低层（共7层）","南北向","西湖新村-北七家二手房出售-立汤路"
"970","独栋别墅诚意出售 房本面积283平 花园420平 看房方便",40989,"283","1160","5室2厅3卫","简单装修","共3层","南北向","王府花园-北七家二手房出售-王府街10号"
"971","燕平家园 2居室 户型方正 近 次新房 业主靠谱",50724,"55","280","2室1厅1卫","精装修","中层（共15层）","北向","燕平家园-昌平县城二手房出售-东环路"
"972","东关北里房龄新赠10平地下室上学方便交通方便低首付",39603,"60","240","2室1厅1卫","精装修","高层（共7层）","东向","东关北里-昌平县城二手房出售-东环路"
"973","毛坯房 北入户 南花园 格局方正 一层有老人房 3卧朝南",25813,"375","968","5室3厅4卫","毛坯","共2层","南向","北京湾-昌平县城二手房出售-雪上路"
"974","公园六号 13年新房 两居室带独立客厅 麻雀虽小五脏俱全",38281,"64","245","2室1厅1卫","精装修","中层（共28层）","西南向","公园六号-昌平县城二手房出售-昌平区永安西路"
"975","郝庄家园一层带院子 2000年左右的 正规南北通透三居室",36101,"66","240","3室1厅1卫","精装修","低层（共6层）","南北向","郝庄家园南区-昌平县城二手房出售-南北庄路"
"976","京基鹭府联排带电梯赠双产权车位赠地下一层",42500,"400","1700","5室4厅4卫","毛坯","共3层","南向","京基鹭府-北七家二手房出售-定泗路118号"
"977","白各庄新村别墅，四居室，三卫，，看房随时有钥匙房源",27142,"210","570","4室2厅3卫","精装修","共4层","南北向","白各庄新村-沙河二手房出售-定泗路66号"
"978","地铁沙河站26平米小一居10万轻轻松松做北京有房族",21250,"40","85","1室1卫","精装修","中层（共10层）","南向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"979","东关南里小区，满五年，三层动静结合悠然自得，真正的好房",40909,"88","360","2室1厅1卫","精装修","中层（共6层）","南北向","东关南里-昌平县城二手房出售-亢山路,近南环东路"
"980","东西向眼镜房，正规三居室 满五年 仅契税",35521,"105","376","3室1厅1卫","简单装修","中层（共6层）","东西向","蓬莱公寓-北七家二手房出售-立汤路"
"981","新新公寓电梯楼婚房装修客厅朝南采光好临近公园空气好",40909,"132","540","3室2厅2卫","精装修","中层（共22层）","东北向","新新公寓-昌平县城二手房出售-政府街6号"
"982","果岭小镇三层精装修家具全送中间楼层品质小区",43650,"126","550","3室2厅2卫","精装修","共5层","南北向","菓岭小镇-昌平县城二手房出售-水库路"
"983","东关南里南北通透采光良好满五年",33333,"63","210","2室1厅1卫","简单装修","中层（共6层）","南北向","东关南里-昌平县城二手房出售-亢山路,近南环东路"
"984","东方普罗旺斯 三期新房 548平2550万 花园600平米",46532,"548","2550","5室5厅5卫","毛坯","共3层","南北向","北京壹号庄园...-北七家二手房出售-定泗路88号"
"985","新西广街 中间楼层  满五年 随时配合签合同 看房抓紧联系我",29629,"54","160","2室1厅1卫","简单装修","共5层","南北向","新西广街小区-南口二手房出售-新西广街"
"986","百泉花园不限购真正的精装修给您温馨的家的感觉",19306,"101","195","3室1厅1卫","精装修","低层（共16层）","南北向","百泉花园-昌平县城二手房出售-水南路"
"987","昌平流村别墅悦溪湾瓦窑湾作家村波蒂村里更名70年限",11616,"198","230","6室3厅4卫","毛坯","共3层","南北向","南口别墅-南口二手房出售-亭北路"
"988","纳帕澜郡 精装修 61平两居252万南北通透",41311,"61","252","2室1厅1卫","精装修","高层（共15层）","南北向","纳帕澜郡-小汤山二手房出售-沙顺路88号"
"989","建明里小区 正规2居室刚装修2年采光好空间大独立小院",40000,"65","260","2室1厅1卫","精装修","共5层","南北向","建明里-昌平县城二手房出售-政府街"
"990","御路园正规两居婚房装修家具可送低首付",38813,"59","229","2室1厅1卫","精装修","共5层","南向","御路园-昌平县城二手房出售-政府街"
"991","有钥匙急宜山居 四居室 满五年 精装修",36585,"164","600","4室2厅3卫","精装修","低层（共6层）","南向","宜山居-百善二手房出售-南金路7号"
"992","御路园正规两居婚房装修家具可送低首付",38813,"59","229","2室1厅1卫","精装修","共5层","南向","御路园-昌平县城二手房出售-政府街"
"993","昌平北京四合院精装修，村委会签，大型社区通燃气 260万套",13400,"200","268","3室1厅2卫","精装修","共1层","南向","畅金园四合院-沙河二手房出售-崔河路"
"994","东方普罗旺斯3期 前2后3 临湖独栋老河湾相伴1800平花园",48370,"951","4600","6室5厅6卫","毛坯","共3层","东向","北京壹号庄园...-北七家二手房出售-定泗路88号"
"995","东关南里 一层两居室 精装修 南北通透 独立客厅 交通便利",39743,"78","310","2室1厅1卫","精装修","共5层","南北向","东关南里-昌平县城二手房出售-亢山路,近南环东路"
"996","急售 直降200万 蓬莱苑独栋270平1300万花园350平",48148,"270","1300","5室2厅3卫","精装修","共2层","南北向","蓬莱苑-北七家二手房出售-七北路"
"997","北环路小区 中间楼层 三居室带书房 两个卧室朝南",31704,"123","390","3室2厅1卫","精装修","中层（共6层）","南北向","北环路25号...-昌平县城二手房出售-北环路25号"
"998","西环里新家具环保装修采光好停车位",37288,"59","220","2室1厅1卫","精装修","低层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"999","北京风景首付185户型方正电梯房（SWB000035",36781,"89","330","2室2厅1卫","精装修","中层（共6层）","南北向","北京风景-昌平县城二手房出售-双营西路65号"
"1000","清秀园南区带独立客厅1999年建房采光非顶层南北朝向",37837,"74","280","2室1厅1卫","精装修","高层（共6层）","南北向","清秀园南区-昌平县城二手房出售-中石路"
"1001","京科苑 低首付 南北通透 两居室 好视野",41401,"62","260","2室1厅1卫","精装修","高层（共7层）","南北向","京科苑-昌平县城二手房出售-昌盛路3号"
"1002","珠江紫宸山中轴北五环全地上设计法式纯独栋即买即住现房",35278,"737","2600","7室3厅4卫","毛坯","共4层","南北向","珠江紫宸山-北七家二手房出售-定泗路99号"
"1003","沙河地铁精装一室一厅35平米15万出售",20000,"50","100","1室1厅1卫","精装修","高层（共13层）","南向","巩华家园北二...-沙河二手房出售-顺沙路8号"
"1004","石坊院十中间层十大2居独立客厅十前后不临街",39344,"61","240","2室1厅1卫","精装修","中层（共6层）","南北向","石坊院小区-昌平县城二手房出售-永安巷"
"1005","八仙别墅   临湖 大独栋出售 超大户型 全新装修",31034,"580","1800","6室3厅5卫","精装修","共3层","南北向","八仙别墅-北七家二手房出售-七北路"
"1006","此房正规三居室满五年，只有一个契税，户型方正通透。",27184,"103","280","3室1厅1卫","简单装修","中层（共6层）","南北向","温泉花园(B...-北七家二手房出售-立汤路"
"1007","海德堡花园 南花园40平 精装家具家电全送 扩建150平",48255,"172","830","4室2厅3卫","精装修","共4层","南北向","海德堡花园-北七家二手房出售-七北路"
"1008","玫瑰园二期 377平花园600平 8米挑空 1800万 感谢",47745,"377","1800","4室2厅3卫","精装修","地下（共4层）","南北向","北京玫瑰园-沙河二手房出售-高教园中街"
"1009","拓然家园精装装修南北通透户型方正中间楼层满五成本",37333,"75","280","2室2厅1卫","豪华装修","低层（共6层）","南北向","拓然家苑-昌平县城二手房出售-白浮泉路"
"1010","东方普罗旺斯1007平临水大独栋 花2000万装修费 保养好",79443,"1007","8000","6室4厅8卫","精装修","共2层","南向","北京壹号庄园...-北七家二手房出售-定泗路88号"
"1011","纳帕澜郡 精装修 68平255万 南向",37204,"68","255","1室1厅1卫","精装修","中层（共15层）","南北向","纳帕澜郡-小汤山二手房出售-沙顺路88号"
"1012","温泉花园A区 2室1厅298万一层送花园",49093,"60","298","2室1厅1卫","精装修","低层（共6层）","南北向","温泉花园(B...-北七家二手房出售-立汤路"
"1013","珠江壹仟栋新出独栋 一期子母房经典花型超大花园 业主急售",32258,"651","2100","6室5厅6卫","豪华装修","共3层","南北向","珠江壹千栋-北七家二手房出售-定泗路99号"
"1014","宏福苑南二区 精装修 南北通透 三居室 明厨明卫 温泉入户",20921,"141","295","3室2厅2卫","精装修","低层（共18层）","南北向","羊各庄新村-北七家二手房出售-定泗路"
"1015","珠江 紫宸山 温榆河畔，屹立中轴之北，再现家族大别墅壮美",38509,"805","3100","6室5厅6卫","毛坯","共3层","南北向","珠江紫宸山-北七家二手房出售-定泗路99号"
"1016","好房源精装南北三居带飘窗 看房方便 自住装修 双卫",38202,"89","340","3室1厅1卫","精装修","高层（共18层）","南北向","北街家园七区-沙河二手房出售-高教园北二街"
"1017","东关北里小2居室南北通透三面采光干净整洁直接入住",44545,"55","245","2室1厅1卫","精装修","高层（共6层）","南北向","东关北里-昌平县城二手房出售-东环路"
"1018","西环里.正规2居室.婚房装修.首付低.月供无压力.满五年",37068,"58","215","2室1厅1卫","精装修","高层（共6层）","南北向","西环里-昌平县城二手房出售-西环路"
"1019","观山悦 独栋别墅 业主在市里订房  业主直降100万",39944,"363","1450","5室5厅3卫","精装修","共2层","南北向","观山悦别墅-昌平县城二手房出售-水库路19号"
"1020","沙河地铁附近35平米一室一厅15万精装现房出售",20000,"50","100","1室1厅1卫","精装修","中层（共10层）","南向","巩华家园西二...-沙河二手房出售-顺沙路8号"
"1021","天泽苑，鼓楼西街，精装三室两厅两卫罕见户型，南北通透满五唯一",36551,"145","530","3室2厅2卫","精装修","中层（共14层）","南北向","天泽苑-昌平县城二手房出售-鼓楼西街"
"1022","好房源南北通透大四居室户型  双卧朝南 婚房自住精装修",37588,"141","530","3室2厅1卫","简单装修","中层（共15层）","北向","天朗园(北街...-沙河二手房出售-高教园北二街"
"1023","白 各 庄 小区 两居室毛坯房75平 南北通透  户型好 看",22000,"75","165","2室1厅1卫","毛坯","低层（共18层）","南北向","北京城建畅悦...-北七家二手房出售-平西府中路1号"
"1024","中海尚湖世家4室1680万元高品味生活从点击此房开始",37316,"450","1680","4室2厅3卫","豪华装修","共4层","南向","中海尚湖世家-沙河镇二手房出售-于新庄路"
"1025","近地铁，沙河水库旁 中海尚湖世家，双拼别墅，满二年",47777,"360","1720","5室3厅4卫","豪华装修","共4层","南北向","中海尚湖世家-沙河镇二手房出售-于新庄路"
"1026","正规南北通透两居室独立客厅精装修",34931,"73","255","2室1厅1卫","精装修","高层（共7层）","南北向","清秀园南区-昌平县城二手房出售-中石路"
"1027","白各庄精装小三居 户型好 装修好 楼层好 真实价格",23157,"95","220","3室1厅1卫","精装修","低层（共18层）","南向","白各庄新村-沙河二手房出售-定泗路66号"
"1028","沙河地铁小一居26平米10万精装现房",21250,"40","85","1室1卫","精装修","中层（共12层）","南向","巩华家园南一...-沙河二手房出售-顺沙路8号"
"1029","王 府公寓独栋别墅 南入户南花花园 精装修 三卧朝南 急售",50781,"256","1300","5室3厅4卫","豪华装修","共2层","南北向","王府公寓-北七家二手房出售-北清路,近立汤路"
"1030","白各庄新村 100平小三居精装带家具家电 实房照片",21500,"100","215","3室1厅1卫","精装修","中层（共18层）","西南向","白各庄新村-沙河二手房出售-定泗路66号"
"1031","郝庄家园  两居室 总价低 附近有学效 适合刚需客户",33088,"68","225","2室1厅1卫","精装修","中层（共6层）","南北向","郝庄家园北区-昌平县城二手房出售-南北庄路"
"1032","天通苑 2万一平米公寓  通燃气",28000,"50","140","1室1卫","豪华装修","共3层","东向","天通苑西二区-天通苑二手房出售-立汤路"
"1033","1200平米大花园临水大独栋降价出售北京壹号庄园诚意相约",46486,"925","4300","7室3厅6卫","精装修","共3层","南北向","北京壹号庄园...-北七家二手房出售-定泗路88号"
"1034","沙河民园 紧邻高速 正规两居 房本面积75平 265万售",36000,"75","270","2室1厅1卫","简单装修","低层（共6层）","南北向","民园小区-沙河二手房出售-路小路"
"1035","立水桥双地铁   低总价 复式小户型 精装修 不限资质",48333,"30","145","1室1厅1卫","精装修","低层（共6层）","南向","立水桥北里-立水桥二手房出售-立汤路"
"1036","路劲世界城 全南向 阳光两居 小区正中位置 送精装及家具",45647,"85","388","2室1厅1卫","精装修","低层（共16层）","南向","路劲世界城-昌平县城二手房出售-昌金路"
"1037","宏福苑南一区151平豪装南北通透三居室开放式厨房很有情调",23178,"151","350","3室2厅2卫","精装修","中层（共18层）","南北向","羊各庄新村-北七家二手房出售-定泗路"
"1038","典雅庄园，104平米，大两居，300万，电梯入户，满五唯一",28846,"104","300","2室1厅1卫","精装修","中层（共9层）","南北向","典雅庄园-小汤山二手房出售-顺沙路81号"
"1039","北京风景首付175户型采光好带电梯（HYA000215",37078,"89","330","2室2厅1卫","精装修","中层（共6层）","南北向","北京风景-昌平县城二手房出售-双营西路65号"
"1040","名流花园 刚需必选前 景好房 中间楼层 南北通透两居室",41121,"74","308","2室1厅1卫","简单装修","中层（共7层）","南北向","名流花园-北七家二手房出售-北清路,近七星路"
"1041","北七家 精装大联排边户  大花园   只有契税  ",47619,"231","1100","6室3厅4卫","精装修","共4层","南北向","美树假日嘉园-北七家二手房出售-七北路"
